,State,County,Life Expectancy,Life Expectancy (AIAN),Life Expectancy (Asian),Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (white),# Deaths,Age-adjusted Death Rate,Age-Adjusted Mortality (AIAN),Age-Adjusted Mortality (Asian),Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (white),# Deaths.1,Child Mortality Rate,Child Mortality Rate (AIAN),Child Mortality Rate (Asian),Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (white),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (AIAN),Infant Mortality Rate (Asian),Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (white),% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access to Healthy Foods,# Drug Overdose Deaths,Drug Overdose Mortality Rate,Drug Overdose Mortality Rate (AIAN),Drug Overdose Mortality Rate (Asian),Drug Overdose Mortality Rate (Black),Drug Overdose Mortality Rate (Hispanic),Drug Overdose Mortality Rate (white),# Motor Vehicle Deaths,Motor Vehicle Mortality Rate,MV Mortality Rate (AIAN),MV Mortality Rate (Asian),MV Mortality Rate (Black),MV Mortality Rate (Hispanic),MV Mortality Rate (white),% Insufficient Sleep,# Uninsured,% Uninsured,# Uninsured.1,% Uninsured.1,Other Primary Care Provider Rate,Other Primary Care Provider Ratio,Cohort Size,High School Graduation Rate,% Disconnected Youth,Average Grade Performance,Average Grade Performance (Asian),Average Grade Performance (Black),Average Grade Performance (Hispanic),Average Grade Performance (white),Average Grade Performance.1,Average Grade Performance (Asian).1,Average Grade Performance (Black).1,Average Grade Performance (Hispanic).1,Average Grade Performance (white).1,Segregation index,Spending per-pupil,School funding,Women's Median Earnings,Men's Median Earnings,Gender Pay Gap,Median Household Income,Household Income (AIAN),Household Income (Asian),Household Income (Black),Household Income (Hispanic),Household Income (white),% Enrolled in Free or Reduced Lunch,Segregation index.1,Segregation Index,% household income required for childcare expenses,# childcare centers,County Value,Homicide Rate,Homicide Rate (AIAN),Homicide Rate (Asian),Homicide Rate (Black),Homicide Rate (Hispanic),Homicide Rate (white),# Deaths.3,Suicide Rate (Age-Adjusted),Crude Rate,Suicide Rate (AIAN),Suicide Rate (Asian),Suicide Rate (Black),Suicide Rate (Hispanic),Suicide Rate (white),# Firearm Fatalities,Firearm Fatalities Rate,Firearm Fatalities Rate (AIAN),Firearm Fatalities Rate (Asian),Firearm Fatalities Rate (Black),Firearm Fatalities Rate (Hispanic),Firearm Fatalities Rate (white),Petitioned Cases,Juvenile Arrest Rate,Traffic Volume,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% Broadband Access,Population,% Less Than 18 Years of Age,% 65 and Over,# Black,% Black,# American Indian & Alaska Native,% American Indian & Alaska Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic white,% Non-Hispanic white,# Not Proficient in English,% Not Proficient in English,% female,# rural residents,% rural
703,Illinois,Washington,79.4,0.0,0.0,0.0,0.0,0.0,167.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,8.0,0.0,0.0,1120.0,8.0,527.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,34.0,516.0,6.0,105.0,3.0,87.0,1147:1,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.06,11332.0,-91.0,38539.0,51813.0,0.74,69386.0,0.0,0.0,0.0,78173.0,64272.0,36.0,0.0,5.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,41.0,4747.0,79.0,418.0,7.0,80.0,13764.0,21.0,21.4,135.0,1.0,34.0,0.2,71.0,0.5,3.0,0.0,194.0,1.4,13225.0,96.1,46.0,0.0,50.0,10838.0,73.6
704,Illinois,Wayne,76.5,0.0,0.0,0.0,0.0,0.0,261.0,426.0,0.0,0.0,0.0,0.0,0.0,11.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,10.0,9.0,66.0,2060.0,13.0,1408.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,35.0,913.0,10.0,152.0,4.0,81.0,1233:1,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.09,11905.0,-1622.0,35285.0,45157.0,0.78,49649.0,0.0,0.0,0.0,36518.0,51793.0,45.0,64.0,22.0,23.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,6.0,70.0,5459.0,77.0,496.0,7.0,72.0,16031.0,22.5,22.2,106.0,0.7,55.0,0.3,95.0,0.6,2.0,0.0,265.0,1.7,15394.0,96.0,110.0,1.0,50.6,11721.0,69.9
708,Illinois,Williamson,77.3,0.0,0.0,76.3,0.0,77.3,1032.0,397.0,0.0,0.0,586.0,0.0,396.0,37.0,64.0,0.0,0.0,0.0,0.0,0.0,38.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,54.0,96.0,8490.0,13.0,8171.0,12.0,33.0,16.0,0.0,0.0,0.0,0.0,0.0,75.0,16.0,0.0,0.0,0.0,0.0,0.0,35.0,3070.0,8.0,472.0,3.0,182.0,549:1,0.0,0.0,0.0,3.2,0.0,2.6,0.0,3.2,3.2,0.0,2.6,0.0,3.3,0.04,10026.0,-73.0,38506.0,51407.0,0.75,59174.0,0.0,76813.0,21934.0,51771.0,53946.0,50.0,50.0,36.0,26.0,14.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,53.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,44.0,13.0,0.0,0.0,0.0,0.0,0.0,30,5.0,139.0,19712.0,71.0,3115.0,12.0,80.0,66415.0,21.5,19.8,3068.0,4.6,308.0,0.5,895.0,1.3,20.0,0.0,1904.0,2.9,59097.0,89.0,334.0,1.0,50.2,23091.0,34.8
710,Illinois,Woodford,79.1,0.0,0.0,0.0,0.0,0.0,417.0,305.0,0.0,0.0,0.0,0.0,0.0,25.0,68.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,8.0,23.0,72.0,2970.0,8.0,1812.0,5.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,32.0,1398.0,6.0,379.0,4.0,60.0,1656:1,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.03,12801.0,5429.0,44067.0,65355.0,0.67,72980.0,14583.0,0.0,0.0,75724.0,75071.0,26.0,53.0,33.0,23.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,19,4.0,42.0,11807.0,81.0,1188.0,8.0,86.0,38091.0,23.9,18.9,266.0,0.7,104.0,0.3,296.0,0.8,14.0,0.0,726.0,1.9,36278.0,95.2,56.0,0.0,50.1,21221.0,54.9
715,Indiana,Benton,76.8,0.0,0.0,0.0,0.0,0.0,143.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,11.0,7.0,97.0,1170.0,14.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,38.0,644.0,13.0,184.0,8.0,11.0,8741:1,117.0,98.0,0.0,3.1,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.07,12431.0,183.0,34601.0,48607.0,0.71,59663.0,0.0,0.0,58750.0,43750.0,53164.0,48.0,0.0,29.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,18.0,6.0,2546.0,74.0,332.0,10.0,83.0,8741.0,24.8,18.1,58.0,0.7,25.0,0.3,18.0,0.2,5.0,0.1,519.0,5.9,8017.0,91.7,40.0,0.0,50.0,8854.0,100.0
718,Indiana,Brown,78.3,0.0,0.0,0.0,0.0,0.0,251.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,10.0,18.0,135.0,1630.0,11.0,162.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,36.0,953.0,11.0,242.0,9.0,40.0,2519:1,144.0,98.0,0.0,3.3,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.03,12317.0,1245.0,44253.0,61415.0,0.72,70930.0,0.0,0.0,0.0,53165.0,68599.0,48.0,0.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,23,0.0,17.0,5439.0,85.0,630.0,10.0,83.0,15112.0,17.1,25.7,94.0,0.6,97.0,0.6,65.0,0.4,4.0,0.0,298.0,2.0,14358.0,95.0,51.0,0.0,50.2,15242.0,100.0
723,Indiana,Clinton,75.8,0.0,0.0,0.0,90.6,75.2,483.0,438.0,0.0,0.0,0.0,264.0,459.0,22.0,65.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,12.0,20.0,76.0,3820.0,12.0,392.0,1.0,31.0,32.0,0.0,0.0,0.0,0.0,0.0,41.0,18.0,0.0,0.0,0.0,0.0,0.0,37.0,2486.0,14.0,708.0,8.0,28.0,3578:1,476.0,93.0,0.0,3.0,0.0,0.0,2.8,3.1,3.3,0.0,0.0,3.2,3.3,0.21,9525.0,1928.0,34889.0,42519.0,0.82,59503.0,0.0,90966.0,0.0,38173.0,55685.0,58.0,0.0,36.0,18.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,40,19.0,249.0,8511.0,70.0,954.0,8.0,78.0,32206.0,26.2,17.1,236.0,0.7,170.0,0.5,153.0,0.5,13.0,0.0,5350.0,16.6,26180.0,81.3,1096.0,4.0,50.3,16540.0,49.8
727,Indiana,Decatur,75.8,0.0,0.0,0.0,0.0,0.0,405.0,420.0,0.0,0.0,0.0,0.0,0.0,14.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,19.0,86.0,3320.0,13.0,1094.0,4.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,37.0,1519.0,10.0,452.0,7.0,83.0,1208:1,299.0,98.0,15.0,3.5,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.03,10918.0,1794.0,38795.0,52514.0,0.74,61561.0,0.0,89097.0,0.0,41205.0,59819.0,50.0,0.0,49.0,17.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,50,27.0,143.0,7211.0,70.0,703.0,7.0,82.0,26584.0,23.7,17.4,161.0,0.6,70.0,0.3,349.0,1.3,14.0,0.1,567.0,2.1,25210.0,94.8,23.0,0.0,50.3,13847.0,53.8
728,Indiana,DeKalb,76.4,0.0,0.0,0.0,0.0,0.0,646.0,408.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,18.0,50.0,5060.0,12.0,3737.0,9.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,36.0,2615.0,10.0,751.0,7.0,60.0,1680:1,554.0,90.0,0.0,2.9,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.04,14779.0,5140.0,35245.0,50963.0,0.69,62411.0,0.0,108194.0,0.0,54737.0,58435.0,44.0,0.0,32.0,16.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,61,16.0,206.0,13388.0,79.0,1126.0,7.0,80.0,43670.0,24.1,17.0,235.0,0.5,149.0,0.3,214.0,0.5,29.0,0.1,1327.0,3.0,41319.0,94.6,106.0,0.0,50.5,17860.0,42.3
737,Indiana,Gibson,77.0,0.0,0.0,0.0,0.0,0.0,483.0,396.0,0.0,0.0,0.0,0.0,0.0,14.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,20.0,72.0,3740.0,11.0,539.0,2.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,51.0,22.0,0.0,0.0,0.0,0.0,0.0,38.0,1686.0,9.0,446.0,5.0,86.0,1166:1,375.0,91.0,0.0,3.1,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.06,10438.0,-1278.0,34738.0,50995.0,0.68,59074.0,0.0,49306.0,53188.0,16815.0,58054.0,40.0,59.0,43.0,16.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,36,13.0,194.0,10223.0,75.0,941.0,7.0,84.0,33825.0,23.9,17.9,899.0,2.7,110.0,0.3,186.0,0.5,22.0,0.1,644.0,1.9,31346.0,92.7,143.0,0.0,49.8,17964.0,53.6
739,Indiana,Greene,75.7,0.0,0.0,0.0,0.0,0.0,563.0,449.0,0.0,0.0,0.0,0.0,0.0,18.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,10.0,19.0,70.0,4570.0,14.0,1980.0,6.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,53.0,23.0,0.0,0.0,0.0,0.0,0.0,37.0,2207.0,12.0,479.0,7.0,40.0,2477:1,350.0,96.0,0.0,3.3,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.04,9811.0,1288.0,40253.0,48664.0,0.83,55213.0,0.0,0.0,0.0,56324.0,51745.0,47.0,0.0,43.0,18.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,64,24.0,98.0,10187.0,78.0,1152.0,9.0,75.0,32203.0,21.6,20.3,96.0,0.3,130.0,0.4,129.0,0.4,8.0,0.0,623.0,1.9,30923.0,96.0,135.0,0.0,50.1,24822.0,74.8
742,Indiana,Harrison,76.9,0.0,0.0,0.0,0.0,0.0,642.0,423.0,0.0,0.0,0.0,0.0,0.0,13.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,10.0,26.0,76.0,4870.0,12.0,7.0,0.0,41.0,34.0,0.0,0.0,0.0,0.0,0.0,57.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,2395.0,10.0,634.0,7.0,74.0,1356:1,448.0,93.0,0.0,3.3,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.04,9095.0,2132.0,40643.0,51928.0,0.78,62082.0,0.0,111964.0,0.0,56071.0,59202.0,45.0,48.0,23.0,17.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,93,28.0,26.0,12082.0,83.0,790.0,6.0,75.0,40682.0,22.1,18.8,267.0,0.7,134.0,0.3,203.0,0.5,20.0,0.0,880.0,2.2,38699.0,95.1,77.0,0.0,50.2,33793.0,85.8
746,Indiana,Huntington,76.7,0.0,0.0,0.0,0.0,0.0,538.0,394.0,0.0,0.0,0.0,0.0,0.0,12.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,30.0,97.0,4340.0,12.0,3616.0,10.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,38.0,2301.0,11.0,538.0,7.0,66.0,1516:1,317.0,95.0,0.0,3.2,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.02,9840.0,2404.0,34579.0,48036.0,0.72,59252.0,60139.0,46333.0,0.0,0.0,54351.0,47.0,52.0,26.0,18.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,91,28.0,173.0,11161.0,75.0,1207.0,8.0,79.0,36395.0,21.6,18.0,246.0,0.7,210.0,0.6,236.0,0.6,27.0,0.1,996.0,2.7,34341.0,94.4,166.0,0.0,50.6,18917.0,51.0
747,Indiana,Jackson,75.2,0.0,0.0,0.0,0.0,0.0,681.0,441.0,0.0,0.0,0.0,283.0,454.0,28.0,65.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,11.0,58.0,159.0,5860.0,13.0,4158.0,10.0,49.0,37.0,0.0,0.0,0.0,0.0,0.0,63.0,20.0,0.0,0.0,0.0,0.0,0.0,37.0,3266.0,13.0,873.0,8.0,136.0,737:1,566.0,89.0,0.0,2.9,0.0,0.0,2.4,3.0,3.1,0.0,0.0,2.7,3.2,0.16,10975.0,-1903.0,39260.0,48293.0,0.81,62415.0,32115.0,0.0,43984.0,40489.0,56257.0,54.0,76.0,42.0,18.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,64,14.0,246.0,12001.0,71.0,1611.0,10.0,77.0,44222.0,24.4,17.0,560.0,1.3,298.0,0.7,1166.0,2.6,78.0,0.2,3593.0,8.1,38250.0,86.5,956.0,2.0,50.0,18532.0,43.7
750,Indiana,Jefferson,75.4,0.0,0.0,0.0,0.0,0.0,567.0,453.0,0.0,0.0,0.0,0.0,0.0,13.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,10.0,33.0,120.0,4360.0,14.0,878.0,3.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,50.0,22.0,0.0,0.0,0.0,0.0,0.0,39.0,1865.0,10.0,385.0,6.0,106.0,944:1,334.0,88.0,0.0,3.1,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.03,9895.0,467.0,32599.0,50179.0,0.65,55588.0,63333.0,31061.0,0.0,33393.0,53107.0,52.0,54.0,16.0,20.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,12,6.0,211.0,8889.0,69.0,1165.0,9.0,77.0,32110.0,20.2,18.8,642.0,2.0,138.0,0.4,273.0,0.9,46.0,0.1,992.0,3.1,29635.0,92.3,78.0,0.0,51.8,14624.0,45.1
751,Indiana,Jennings,73.7,0.0,0.0,0.0,0.0,0.0,549.0,547.0,0.0,0.0,0.0,0.0,0.0,13.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,11.0,0.0,0.0,3440.0,12.0,2902.0,10.0,32.0,39.0,0.0,0.0,0.0,0.0,0.0,52.0,27.0,0.0,0.0,0.0,0.0,0.0,39.0,1822.0,11.0,426.0,7.0,65.0,1529:1,243.0,96.0,0.0,3.1,0.0,0.0,3.0,3.1,3.2,0.0,0.0,3.0,3.3,0.04,11022.0,1210.0,35981.0,50371.0,0.71,60526.0,0.0,0.0,0.0,26660.0,61915.0,59.0,73.0,34.0,21.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,27.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,13,41.0,192.0,8357.0,78.0,831.0,8.0,81.0,27515.0,23.0,17.1,226.0,0.8,100.0,0.4,100.0,0.4,19.0,0.1,760.0,2.8,25969.0,94.4,83.0,0.0,49.8,17171.0,60.2
753,Indiana,Knox,74.4,0.0,0.0,0.0,0.0,0.0,663.0,513.0,0.0,0.0,0.0,0.0,0.0,20.0,63.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,11.0,30.0,97.0,5590.0,15.0,742.0,2.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,52.0,20.0,0.0,0.0,0.0,0.0,0.0,38.0,2140.0,10.0,540.0,7.0,172.0,580:1,332.0,95.0,0.0,3.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.06,10295.0,2067.0,34730.0,43329.0,0.8,44842.0,0.0,0.0,39125.0,22131.0,50362.0,53.0,58.0,45.0,21.0,7.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,71,0.0,170.0,9549.0,63.0,1644.0,11.0,82.0,36522.0,21.4,18.8,1057.0,2.9,132.0,0.4,350.0,1.0,18.0,0.0,943.0,2.6,33574.0,91.9,323.0,1.0,49.5,13921.0,36.2
754,Indiana,Kosciusko,77.9,0.0,0.0,0.0,92.3,77.5,1095.0,384.0,0.0,0.0,0.0,229.0,397.0,40.0,53.0,0.0,0.0,0.0,0.0,0.0,47.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,10.0,39.0,59.0,8730.0,11.0,3795.0,5.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,0.0,0.0,36.0,6420.0,14.0,1792.0,9.0,65.0,1549:1,889.0,94.0,6.0,3.1,0.0,0.0,2.7,3.1,3.2,0.0,0.0,2.9,3.3,0.04,10454.0,939.0,35500.0,52180.0,0.68,62269.0,0.0,75833.0,34375.0,48727.0,64166.0,48.0,64.0,32.0,17.0,18.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,51.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,107,14.0,163.0,23504.0,75.0,2610.0,8.0,83.0,78988.0,23.5,17.7,807.0,1.0,393.0,0.5,1402.0,1.8,53.0,0.1,6594.0,8.3,69066.0,87.4,1483.0,2.0,50.0,36047.0,46.6
758,Indiana,Lawrence,76.2,0.0,0.0,0.0,0.0,0.0,788.0,437.0,0.0,0.0,0.0,0.0,0.0,17.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,10.0,32.0,83.0,6180.0,14.0,1351.0,3.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,55.0,17.0,0.0,0.0,0.0,0.0,0.0,37.0,2948.0,11.0,671.0,7.0,79.0,1264:1,447.0,88.0,0.0,3.2,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.01,10678.0,697.0,33019.0,50818.0,0.65,63904.0,16186.0,112596.0,0.0,0.0,58539.0,53.0,0.0,44.0,18.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,69,17.0,162.0,15110.0,80.0,1426.0,8.0,79.0,45496.0,21.4,20.8,228.0,0.5,209.0,0.5,298.0,0.7,14.0,0.0,798.0,1.8,43439.0,95.5,114.0,0.0,50.4,26964.0,58.4
761,Indiana,Marshall,78.0,0.0,0.0,0.0,105.8,77.4,609.0,363.0,0.0,0.0,0.0,0.0,0.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,11.0,18.0,47.0,5660.0,12.0,2321.0,5.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,0.0,0.0,0.0,0.0,0.0,38.0,4199.0,16.0,1390.0,12.0,63.0,1590:1,621.0,93.0,5.0,3.1,0.0,0.0,2.8,3.2,3.2,0.0,0.0,2.9,3.2,0.07,9677.0,1421.0,36560.0,50057.0,0.73,57657.0,0.0,95216.0,0.0,34421.0,56417.0,52.0,0.0,53.0,19.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,55,19.0,121.0,13061.0,75.0,1616.0,10.0,73.0,46108.0,24.7,19.0,279.0,0.6,173.0,0.4,311.0,0.7,39.0,0.1,4897.0,10.6,39962.0,86.7,874.0,2.0,50.1,29805.0,63.3
763,Indiana,Miami,76.4,0.0,0.0,75.5,0.0,76.1,605.0,453.0,0.0,0.0,636.0,0.0,460.0,16.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,12.0,45.0,149.0,5120.0,14.0,3609.0,10.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,34.0,14.0,0.0,0.0,0.0,0.0,0.0,38.0,2363.0,13.0,528.0,7.0,59.0,1682:1,366.0,98.0,6.0,3.1,0.0,0.0,3.3,3.1,3.2,0.0,0.0,3.4,3.2,0.02,8991.0,51.0,34641.0,46027.0,0.75,54439.0,50720.0,0.0,0.0,71250.0,51104.0,55.0,57.0,44.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,42,15.0,110.0,9789.0,72.0,1226.0,9.0,79.0,35328.0,21.0,18.4,1713.0,4.8,346.0,1.0,169.0,0.5,15.0,0.0,1283.0,3.6,31121.0,88.1,193.0,1.0,46.1,17155.0,46.5
