,State,County,Life Expectancy,Life Expectancy (AIAN),Life Expectancy (Asian),Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (white),# Deaths,Age-adjusted Death Rate,Age-Adjusted Mortality (AIAN),Age-Adjusted Mortality (Asian),Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (white),# Deaths.1,Child Mortality Rate,Child Mortality Rate (AIAN),Child Mortality Rate (Asian),Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (white),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (AIAN),Infant Mortality Rate (Asian),Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (white),% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access to Healthy Foods,# Drug Overdose Deaths,Drug Overdose Mortality Rate,Drug Overdose Mortality Rate (AIAN),Drug Overdose Mortality Rate (Asian),Drug Overdose Mortality Rate (Black),Drug Overdose Mortality Rate (Hispanic),Drug Overdose Mortality Rate (white),# Motor Vehicle Deaths,Motor Vehicle Mortality Rate,MV Mortality Rate (AIAN),MV Mortality Rate (Asian),MV Mortality Rate (Black),MV Mortality Rate (Hispanic),MV Mortality Rate (white),% Insufficient Sleep,# Uninsured,% Uninsured,# Uninsured.1,% Uninsured.1,Other Primary Care Provider Rate,Other Primary Care Provider Ratio,Cohort Size,High School Graduation Rate,% Disconnected Youth,Average Grade Performance,Average Grade Performance (Asian),Average Grade Performance (Black),Average Grade Performance (Hispanic),Average Grade Performance (white),Average Grade Performance.1,Average Grade Performance (Asian).1,Average Grade Performance (Black).1,Average Grade Performance (Hispanic).1,Average Grade Performance (white).1,Segregation index,Spending per-pupil,School funding,Women's Median Earnings,Men's Median Earnings,Gender Pay Gap,Median Household Income,Household Income (AIAN),Household Income (Asian),Household Income (Black),Household Income (Hispanic),Household Income (white),% Enrolled in Free or Reduced Lunch,Segregation index.1,Segregation Index,% household income required for childcare expenses,# childcare centers,County Value,Homicide Rate,Homicide Rate (AIAN),Homicide Rate (Asian),Homicide Rate (Black),Homicide Rate (Hispanic),Homicide Rate (white),# Deaths.3,Suicide Rate (Age-Adjusted),Crude Rate,Suicide Rate (AIAN),Suicide Rate (Asian),Suicide Rate (Black),Suicide Rate (Hispanic),Suicide Rate (white),# Firearm Fatalities,Firearm Fatalities Rate,Firearm Fatalities Rate (AIAN),Firearm Fatalities Rate (Asian),Firearm Fatalities Rate (Black),Firearm Fatalities Rate (Hispanic),Firearm Fatalities Rate (white),Petitioned Cases,Juvenile Arrest Rate,Traffic Volume,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% Broadband Access,Population,% Less Than 18 Years of Age,% 65 and Over,# Black,% Black,# American Indian & Alaska Native,% American Indian & Alaska Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic white,% Non-Hispanic white,# Not Proficient in English,% Not Proficient in English,% female,# rural residents,% rural
2523,Tennessee,Loudon,77.5,0.0,0.0,0.0,112.6,76.9,927.0,413.0,0.0,0.0,0.0,0.0,0.0,18.0,44.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,11.0,58.0,124.0,5860.0,11.0,2454.0,5.0,56.0,35.0,0.0,0.0,0.0,0.0,0.0,51.0,14.0,0.0,0.0,0.0,0.0,0.0,42.0,4733.0,16.0,716.0,7.0,82.0,1220:1,531.0,93.0,0.0,3.1,0.0,0.0,2.4,3.2,3.2,0.0,0.0,2.7,3.3,0.11,9425.0,675.0,40574.0,46944.0,0.86,70292.0,57500.0,0.0,36667.0,55270.0,63679.0,55.0,51.0,43.0,19.0,26.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,34,16.0,118.0,16625.0,79.0,1845.0,9.0,82.0,54910.0,19.1,27.6,701.0,1.3,338.0,0.6,513.0,0.9,129.0,0.2,5285.0,9.6,47640.0,86.8,883.0,2.0,50.7,19720.0,40.6
2524,Tennessee,McMinn,73.7,0.0,0.0,73.4,86.7,73.4,1163.0,565.0,0.0,0.0,684.0,0.0,576.0,24.0,53.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,12.0,47.0,103.0,8550.0,16.0,3119.0,6.0,58.0,36.0,0.0,0.0,0.0,0.0,0.0,88.0,24.0,0.0,0.0,0.0,0.0,0.0,41.0,4916.0,16.0,569.0,5.0,100.0,1004:1,508.0,93.0,9.0,3.0,0.0,2.9,0.0,3.0,3.0,0.0,2.8,0.0,3.0,0.04,8966.0,-2650.0,36732.0,45517.0,0.81,50297.0,0.0,88275.0,36788.0,42160.0,48251.0,52.0,57.0,31.0,21.0,28.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,59.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,50.0,19.0,0.0,0.0,0.0,0.0,0.0,129,44.0,72.0,15711.0,74.0,2152.0,11.0,79.0,54208.0,20.8,20.6,2023.0,3.7,298.0,0.5,398.0,0.7,23.0,0.0,2436.0,4.5,48115.0,88.8,423.0,1.0,51.2,31538.0,60.3
2529,Tennessee,Marshall,74.9,0.0,0.0,73.3,0.0,74.9,615.0,484.0,0.0,0.0,532.0,0.0,485.0,18.0,57.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,12.0,36.0,125.0,4350.0,13.0,2745.0,9.0,29.0,28.0,0.0,0.0,0.0,0.0,0.0,38.0,16.0,0.0,0.0,0.0,0.0,0.0,42.0,2969.0,14.0,428.0,5.0,91.0,1094:1,416.0,95.0,13.0,2.9,0.0,2.6,2.7,3.1,2.8,0.0,2.4,2.8,2.9,0.09,8957.0,1235.0,38662.0,47664.0,0.81,58073.0,0.0,0.0,39783.0,47115.0,58630.0,53.0,45.0,37.0,18.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,33.0,9085.0,73.0,1353.0,11.0,81.0,35016.0,23.1,16.6,2168.0,6.2,188.0,0.5,237.0,0.7,32.0,0.1,2067.0,5.9,29793.0,85.1,242.0,1.0,51.0,20153.0,65.8
2536,Tennessee,Obion,74.2,0.0,0.0,69.2,0.0,74.5,634.0,530.0,0.0,0.0,771.0,0.0,515.0,21.0,80.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,13.0,30.0,118.0,5350.0,18.0,934.0,3.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,43.0,2643.0,16.0,305.0,5.0,163.0,615:1,360.0,89.0,0.0,3.1,0.0,2.7,2.5,3.2,2.9,0.0,2.5,2.5,3.0,0.17,9742.0,-4139.0,31205.0,41648.0,0.75,45643.0,20776.0,0.0,21978.0,27663.0,43720.0,61.0,60.0,49.0,23.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,8,4.0,64.0,8110.0,64.0,1094.0,9.0,77.0,30131.0,21.6,21.4,3144.0,10.4,112.0,0.4,139.0,0.5,39.0,0.1,1556.0,5.2,24706.0,82.0,209.0,1.0,51.6,19588.0,61.6
2539,Tennessee,Pickett,74.8,0.0,0.0,0.0,0.0,0.0,113.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,13.0,0.0,0.0,860.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,483.0,17.0,61.0,7.0,138.0,723:1,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,10224.0,-1478.0,42011.0,46618.0,0.9,40120.0,0.0,0.0,0.0,60699.0,42872.0,57.0,0.0,0.0,26.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,15.0,1787.0,81.0,116.0,6.0,73.0,5061.0,16.8,28.8,12.0,0.2,20.0,0.4,7.0,0.1,4.0,0.1,129.0,2.5,4849.0,95.8,0.0,0.0,50.7,5077.0,100.0
2544,Tennessee,Robertson,75.0,0.0,0.0,69.2,95.6,75.2,1244.0,483.0,0.0,0.0,797.0,229.0,471.0,31.0,46.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,11.0,116.0,194.0,7910.0,11.0,1243.0,2.0,84.0,39.0,0.0,0.0,0.0,0.0,0.0,85.0,17.0,0.0,0.0,0.0,0.0,0.0,41.0,6228.0,14.0,814.0,5.0,83.0,1205:1,794.0,95.0,10.0,2.8,0.0,2.4,2.5,2.9,2.7,0.0,2.3,2.6,2.8,0.11,9045.0,-212.0,38296.0,51289.0,0.75,63918.0,45893.0,88500.0,48841.0,50373.0,69848.0,38.0,55.0,47.0,21.0,38.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,73.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,60.0,17.0,0.0,0.0,0.0,0.0,0.0,113,20.0,89.0,19844.0,76.0,2554.0,10.0,83.0,72275.0,23.5,15.5,5436.0,7.5,447.0,0.6,581.0,0.8,89.0,0.1,5509.0,7.6,59476.0,82.3,920.0,1.0,50.6,35289.0,53.2
2548,Tennessee,Sevier,75.4,0.0,0.0,0.0,92.3,74.8,1796.0,471.0,0.0,0.0,0.0,169.0,494.0,30.0,37.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,11.0,112.0,133.0,13450.0,14.0,6959.0,8.0,133.0,45.0,0.0,0.0,0.0,0.0,0.0,109.0,16.0,0.0,0.0,0.0,0.0,0.0,41.0,12451.0,22.0,1224.0,6.0,138.0,724:1,1084.0,91.0,7.0,3.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,2.5,2.8,0.13,10474.0,1376.0,33833.0,40365.0,0.84,54284.0,78611.0,113041.0,0.0,31672.0,52781.0,57.0,83.0,38.0,24.0,41.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,115.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,84.0,17.0,0.0,0.0,0.0,0.0,0.0,108,43.0,123.0,27005.0,71.0,4197.0,11.0,79.0,99244.0,20.4,20.7,1181.0,1.2,655.0,0.7,1269.0,1.3,58.0,0.1,6777.0,6.8,88282.0,89.0,1864.0,2.0,50.7,50920.0,56.6
2550,Tennessee,Smith,74.4,0.0,0.0,0.0,0.0,0.0,383.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,12.0,20.0,118.0,2840.0,14.0,231.0,1.0,25.0,41.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,41.0,1776.0,15.0,227.0,5.0,39.0,2536:1,245.0,93.0,0.0,3.2,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.03,8835.0,694.0,36187.0,43388.0,0.83,59355.0,0.0,0.0,19659.0,0.0,49089.0,52.0,37.0,29.0,18.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30.0,5821.0,76.0,887.0,12.0,80.0,20285.0,22.5,17.1,471.0,2.3,111.0,0.5,106.0,0.5,6.0,0.0,650.0,3.2,18669.0,92.0,72.0,0.0,50.0,15884.0,82.9
2554,Tennessee,Tipton,75.0,0.0,0.0,72.2,81.0,75.4,1052.0,481.0,0.0,0.0,620.0,0.0,462.0,27.0,45.0,0.0,0.0,89.0,0.0,36.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,12.0,80.0,156.0,7490.0,12.0,965.0,2.0,58.0,31.0,0.0,0.0,29.0,0.0,32.0,92.0,21.0,0.0,0.0,20.0,0.0,22.0,41.0,4735.0,13.0,684.0,4.0,84.0,1191:1,808.0,96.0,10.0,3.1,0.0,2.7,3.1,3.3,3.2,0.0,2.8,3.2,3.3,0.09,8509.0,-2023.0,40103.0,51956.0,0.77,61432.0,56310.0,106583.0,41797.0,78750.0,66437.0,53.0,39.0,32.0,17.0,25.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,53.0,17.0,0.0,0.0,21.0,0.0,17.0,116,30.0,48.0,15926.0,74.0,1880.0,9.0,79.0,61918.0,23.8,15.5,11247.0,18.2,318.0,0.5,489.0,0.8,87.0,0.1,1807.0,2.9,46807.0,75.6,141.0,0.0,50.9,33671.0,55.1
2562,Tennessee,Weakley,75.3,0.0,0.0,74.8,0.0,75.2,633.0,519.0,0.0,0.0,686.0,0.0,515.0,19.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,12.0,23.0,80.0,5270.0,16.0,2830.0,8.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,40.0,17.0,0.0,0.0,0.0,0.0,0.0,43.0,2673.0,14.0,295.0,4.0,96.0,1042:1,319.0,87.0,0.0,3.2,0.0,3.0,0.0,3.2,3.1,0.0,3.0,0.0,3.1,0.08,8964.0,-1003.0,32239.0,36945.0,0.87,46979.0,54583.0,0.0,31191.0,35789.0,42780.0,57.0,37.0,36.0,23.0,23.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0.0,42.0,8765.0,65.0,1047.0,8.0,73.0,33334.0,19.1,19.2,2572.0,7.7,163.0,0.5,405.0,1.2,21.0,0.1,996.0,3.0,28741.0,86.2,125.0,0.0,51.3,23466.0,67.0
2563,Tennessee,White,74.5,0.0,0.0,0.0,0.0,0.0,573.0,525.0,0.0,0.0,0.0,0.0,0.0,13.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,12.0,24.0,104.0,3840.0,14.0,4251.0,16.0,35.0,43.0,0.0,0.0,0.0,0.0,0.0,45.0,24.0,0.0,0.0,0.0,0.0,0.0,41.0,2446.0,16.0,292.0,5.0,76.0,1319:1,277.0,97.0,12.0,2.9,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.03,8763.0,-428.0,30095.0,38231.0,0.79,46475.0,0.0,0.0,27946.0,24651.0,45129.0,48.0,70.0,48.0,23.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,21,13.0,42.0,7918.0,77.0,782.0,8.0,75.0,27707.0,21.5,21.0,514.0,1.9,143.0,0.5,127.0,0.5,25.0,0.1,775.0,2.8,25765.0,93.0,18.0,0.0,51.1,20201.0,78.2
2593,Texas,Burnet,78.5,0.0,0.0,0.0,82.3,77.7,706.0,354.0,0.0,0.0,0.0,224.0,386.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,11.0,53.0,129.0,6430.0,14.0,2905.0,7.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,80.0,24.0,0.0,0.0,0.0,0.0,0.0,35.0,6204.0,24.0,1480.0,14.0,66.0,1505:1,520.0,96.0,0.0,2.8,0.0,0.0,2.3,3.1,2.8,0.0,0.0,2.4,3.1,0.05,10268.0,-297.0,34573.0,51794.0,0.67,63813.0,53365.0,0.0,50492.0,47979.0,62810.0,63.0,69.0,37.0,26.0,21.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,41.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,32,20.0,84.0,13704.0,79.0,1620.0,10.0,84.0,49653.0,20.7,23.3,840.0,1.7,635.0,1.3,482.0,1.0,46.0,0.1,11148.0,22.5,36366.0,73.2,1189.0,3.0,51.1,23800.0,55.7
2596,Texas,Callahan,75.7,0.0,0.0,0.0,0.0,0.0,269.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,6.0,51.0,2080.0,15.0,1222.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,36.0,1677.0,21.0,370.0,12.0,57.0,1764:1,160.0,95.0,0.0,3.0,0.0,0.0,2.8,3.0,2.9,0.0,0.0,2.7,2.9,0.03,11553.0,-1401.0,31097.0,44063.0,0.71,54862.0,0.0,0.0,35396.0,43077.0,52321.0,54.0,0.0,12.0,21.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,16,28.0,84.0,4481.0,83.0,315.0,6.0,76.0,14110.0,21.2,21.8,209.0,1.5,127.0,0.9,98.0,0.7,13.0,0.1,1422.0,10.1,12060.0,85.5,127.0,1.0,50.7,9776.0,72.2
2598,Texas,Camp,74.7,0.0,0.0,73.4,92.3,74.0,251.0,531.0,0.0,0.0,624.0,0.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,13.0,23.0,217.0,2080.0,16.0,613.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,38.0,1813.0,25.0,500.0,14.0,38.0,2612:1,140.0,98.0,0.0,2.8,0.0,2.7,2.8,2.9,3.0,0.0,2.9,3.1,3.1,0.0,9702.0,-6629.0,30684.0,51133.0,0.6,43130.0,0.0,0.0,26250.0,59750.0,55084.0,77.0,31.0,26.0,27.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,49.0,3208.0,72.0,637.0,15.0,76.0,13060.0,26.0,19.6,2013.0,15.4,131.0,1.0,160.0,1.2,22.0,0.2,3447.0,26.4,7140.0,54.7,479.0,4.0,51.5,7624.0,61.5
2600,Texas,Cass,74.7,0.0,0.0,70.1,0.0,75.3,624.0,526.0,0.0,0.0,744.0,0.0,498.0,18.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,12.0,49.0,193.0,5270.0,18.0,2282.0,7.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,55.0,26.0,0.0,0.0,0.0,0.0,0.0,38.0,3206.0,19.0,707.0,10.0,57.0,1758:1,365.0,96.0,15.0,3.0,0.0,2.6,3.0,3.1,3.1,0.0,2.7,3.0,3.2,0.07,10508.0,-5547.0,31055.0,47562.0,0.65,50595.0,0.0,0.0,29076.0,0.0,51368.0,63.0,37.0,33.0,22.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,39.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,7,7.0,46.0,9534.0,80.0,1016.0,9.0,75.0,29879.0,22.2,23.2,4924.0,16.5,242.0,0.8,177.0,0.6,17.0,0.1,1534.0,5.1,22666.0,75.9,122.0,0.0,51.6,22547.0,74.0
2626,Texas,Delta,73.9,0.0,0.0,0.0,0.0,0.0,106.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,11.0,7.0,158.0,950.0,18.0,104.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,38.0,0.0,0.0,0.0,0.0,0.0,37.0,625.0,21.0,165.0,13.0,56.0,1783:1,61.0,98.0,0.0,2.6,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.04,10000.0,-4181.0,42035.0,67386.0,0.62,50456.0,0.0,0.0,28036.0,91167.0,50112.0,60.0,62.0,40.0,22.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,16.0,1670.0,81.0,201.0,10.0,70.0,5349.0,23.1,21.6,359.0,6.7,136.0,2.5,35.0,0.7,3.0,0.1,474.0,8.9,4231.0,79.1,5.0,0.0,50.5,5231.0,100.0
2640,Texas,Fannin,75.7,0.0,0.0,76.1,81.4,75.2,628.0,456.0,0.0,0.0,486.0,232.0,475.0,23.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,11.0,67.0,222.0,5100.0,15.0,4408.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,74.0,30.0,0.0,0.0,0.0,0.0,0.0,37.0,4653.0,24.0,1110.0,14.0,47.0,2113:1,388.0,93.0,0.0,3.0,0.0,2.7,2.6,3.1,3.1,0.0,2.6,2.9,3.2,0.07,10575.0,-3558.0,40776.0,52723.0,0.77,59746.0,72344.0,63264.0,24643.0,49196.0,60773.0,57.0,40.0,17.0,22.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0,0.0,0.0,0.0,0.0,0.0,9,14.0,17.0,9205.0,74.0,1186.0,10.0,75.0,35913.0,21.2,18.7,2219.0,6.2,459.0,1.3,287.0,0.8,29.0,0.1,4430.0,12.3,27974.0,77.9,492.0,1.0,46.9,23920.0,70.5
2654,Texas,Goliad,80.6,0.0,0.0,0.0,81.2,81.7,102.0,334.0,0.0,0.0,0.0,347.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,12.0,7.0,107.0,1020.0,14.0,711.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,37.0,774.0,18.0,226.0,14.0,13.0,7626:1,100.0,98.0,0.0,2.7,0.0,0.0,2.4,3.0,2.8,0.0,0.0,2.4,3.3,0.0,10933.0,-2531.0,38344.0,60093.0,0.64,54970.0,0.0,0.0,0.0,30407.0,69635.0,51.0,26.0,10.0,23.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,60.0,2284.0,80.0,198.0,8.0,68.0,7626.0,20.2,24.2,300.0,3.9,94.0,1.2,50.0,0.7,2.0,0.0,2746.0,36.0,4412.0,57.9,205.0,3.0,50.5,7210.0,100.0
2705,Texas,Lamar,73.8,0.0,0.0,70.3,104.7,73.7,996.0,558.0,0.0,0.0,788.0,306.0,550.0,25.0,53.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,12.0,65.0,157.0,9000.0,18.0,7077.0,14.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,78.0,22.0,0.0,0.0,0.0,0.0,0.0,38.0,7114.0,25.0,1646.0,14.0,134.0,745:1,530.0,93.0,0.0,2.8,0.0,2.2,2.5,3.0,3.0,0.0,2.4,3.0,3.2,0.14,10308.0,-4566.0,32314.0,45448.0,0.71,44688.0,0.0,0.0,31304.0,48513.0,51566.0,64.0,39.0,24.0,25.0,14.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,48.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,43.0,17.0,0.0,0.0,0.0,0.0,0.0,26,14.0,124.0,12940.0,65.0,2925.0,15.0,70.0,49905.0,23.7,19.5,6526.0,13.1,961.0,1.9,421.0,0.8,40.0,0.1,4367.0,8.8,36450.0,73.0,505.0,1.0,51.8,23444.0,47.1
2724,Texas,Marion,74.5,0.0,0.0,75.7,0.0,73.7,254.0,578.0,0.0,0.0,490.0,0.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,13.0,29.0,337.0,1820.0,18.0,305.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,40.0,1191.0,22.0,245.0,14.0,40.0,2490:1,76.0,93.0,0.0,2.8,0.0,2.6,0.0,2.9,2.6,0.0,2.2,0.0,2.9,0.01,9816.0,-9062.0,30421.0,51365.0,0.59,42024.0,0.0,0.0,27540.0,33077.0,45609.0,72.0,37.0,38.0,28.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,16.0,25.0,3535.0,78.0,453.0,10.0,69.0,9960.0,18.0,26.9,2017.0,20.3,123.0,1.2,94.0,0.9,3.0,0.0,461.0,4.6,7071.0,71.0,185.0,2.0,51.1,10546.0,100.0
2738,Texas,Morris,74.1,0.0,0.0,71.3,0.0,73.7,256.0,542.0,0.0,0.0,653.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,13.0,17.0,164.0,2220.0,18.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,0.0,0.0,0.0,0.0,0.0,39.0,1481.0,22.0,333.0,11.0,40.0,2479:1,134.0,95.0,0.0,2.5,0.0,2.0,2.4,2.9,2.7,0.0,2.1,2.7,3.1,0.04,10231.0,-8039.0,30769.0,44194.0,0.7,45122.0,0.0,0.0,25963.0,46851.0,50752.0,78.0,19.0,19.0,25.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,55.0,3789.0,73.0,606.0,12.0,81.0,12393.0,22.8,22.3,2713.0,21.9,163.0,1.3,87.0,0.7,16.0,0.1,1347.0,10.9,7853.0,63.4,115.0,1.0,51.8,10143.0,78.4
